ID,住所コード,市区町村名,大字名,字丁目名,街区,地番_戸番,建物名,階数,建物分類,総部屋数,目標物数,個人の家屋数,事業所数,空き部屋数,その他数,目標物比率,個人の家屋比率,事業所比率,空き部屋比率,その他比率,面積,延床面積,目標物総面積,目標物平均面積,個人の家屋総面積,個人の家屋平均面積,空き部屋総面積,空き部屋平均面積,事業所総面積,事業所平均面積,その他総面積,その他平均面積,飲食件数,物販_食品_件数,物販_衣料_件数,物販_日用雑貨_件数,サービス_レンタル_件数,サービス_冠婚葬祭_件数,サービス_生活関連_件数,サービス_自動車_件数,サービス_その他_件数,量販店件数,金融_保険件数,不動産件数,インフラ件数,専門職件数,スポーツ施設件数,娯楽件数,ホテル_旅館件数,医療_福祉件数,公共件数,教育件数,宅配_引越_郵便件数,運輸件数,建設_設備件数,自動車関連件数,協同組合件数,宗教関連件数,一般業件数,経度,緯度,部屋数推定フラグ,地域冷暖房フラグ,地域冷暖房計画区域,is_target,building_usage,building_usage_detailed,by_google_map,floor_area,building_usage_detailed_sim,CL
11651,13102,中央区,日本橋浜町,２丁目,55,7,日本橋パークサイドビル,9,3004,12,0,0,11,0,1,0,0,91.67,0,8.33,65.06,585.54,0,0,0,0,0,0,520.48,47.32,65.06,65.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7902672,35.686795,0,,,TRUE,04_Retail,SpecialityShop_or_HousingClothingSuper,FALSE,585.54,HousingClothingSuper,
11652,13102,中央区,日本橋浜町,２丁目,56,5,エミナス日本橋浜町,5,1002,9,0,0,2,7,0,0,0,22.22,77.78,0,126.84,634.2,0,0,0,0,507.36,72.48,126.84,63.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7902889,35.6870528,0,,,FALSE,,,FALSE,126.84,,
11653,13102,中央区,日本橋浜町,２丁目,56,3,ブリリアンス日本橋浜町五番館,8,1002,28,0,0,3,24,1,0,0,10.71,85.71,3.57,252.06,2016.48,0,0,0,0,1814.83,75.62,151.24,50.41,50.41,50.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7901158,35.6870314,0,,,FALSE,,,FALSE,201.65,,
11654,13102,中央区,日本橋浜町,２丁目,56,4,グレース浜町公園,9,1002,18,0,0,1,16,1,0,0,5.56,88.89,5.56,164.77,1482.93,0,0,0,0,1318.16,82.39,82.39,82.39,82.39,82.39,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7902336,35.6871392,0,,,FALSE,,,FALSE,164.78,,
11655,13102,中央区,日本橋浜町,２丁目,56,1,遠山ビル,5,1002,7,0,3,1,2,1,0,42.86,14.29,28.57,14.29,130.71,653.55,0,0,261.42,87.14,130.71,65.36,130.71,130.71,130.71,130.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7899972,35.6869161,0,,,FALSE,,,FALSE,261.42,,
11656,13102,中央区,日本橋浜町,２丁目,56,1,アーツタチバナ,10,1002,20,0,0,0,18,2,0,0,0,90,10,123.54,1235.4,0,0,0,0,988.32,54.91,0,0,247.08,123.54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7898983,35.6869561,0,,,FALSE,,,FALSE,247.08,,
11657,13102,中央区,日本橋浜町,２丁目,56,2,ｎｅｏｌｏｇｙＢＬＤＧ．,4,3004,5,0,0,2,0,3,0,0,40,0,60,112.91,451.64,0,0,0,0,0,0,112.91,56.46,338.73,112.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7899806,35.6870128,0,,,TRUE,01_Office,Office,FALSE,451.64,Office,CL2
11658,13102,中央区,日本橋浜町,２丁目,57,1,ブリリアンス日本橋浜町公園,11,1002,97,0,0,5,91,1,0,0,5.15,93.81,1.03,401.3,4414.3,0,0,0,0,4173.52,45.86,200.65,40.13,40.13,40.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7906372,35.6870425,0,,,FALSE,,,FALSE,240.78,,
11659,13102,中央区,日本橋浜町,２丁目,57,7,メゾンエクレーレ浜町公園,11,1002,22,0,0,3,19,0,0,0,13.64,86.36,0,180.78,1988.58,0,0,0,0,1807.8,95.15,180.78,60.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,139.79075,35.6870292,0,,,FALSE,,,FALSE,180.78,,
11660,13102,中央区,日本橋浜町,２丁目,57,7,東京ＳＫビル,10,3004,10,0,0,8,0,2,0,0,80,0,20,310.46,3104.6,0,0,0,0,0,0,2483.68,310.46,620.92,310.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7908636,35.6871394,0,,,TRUE,01_Office,Office,FALSE,3104.6,Office,CL5
11661,13102,中央区,日本橋浜町,２丁目,58,4,パークビスタ日本橋浜町,9,1002,19,0,3,1,14,1,0,15.79,5.26,73.68,5.26,85.83,772.47,0,0,64.37,21.46,579.35,41.38,42.92,42.92,85.83,85.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7906511,35.6873575,0,,,FALSE,,,FALSE,128.75,,
11662,13102,中央区,日本橋浜町,２丁目,58,2,東横イン東京駅新大橋前,12,3002,3,0,0,3,0,0,0,0,100,0,0,400.92,4811.04,0,0,0,0,0,0,4811.04,1603.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,139.7906178,35.68724,0,,,TRUE,02_Hotel,Hotel,FALSE,4811.04,Hotel,CL5
11663,13102,中央区,日本橋浜町,２丁目,59,2,,3,1001,1,0,1,0,0,0,0,100,0,0,0,83.86,251.58,0,0,251.58,251.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7887986,35.6872286,0,,,FALSE,,,FALSE,251.58,,
11664,13102,中央区,日本橋浜町,２丁目,59,1,,0,1001,1,0,1,0,0,0,0,100,0,0,0,23.16,46.32,0,0,46.32,46.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7893369,35.6871453,1,,,FALSE,,,FALSE,46.32,,
11665,13102,中央区,日本橋浜町,２丁目,59,2,肥後本妙寺別院清正公寺,0,2026,1,1,0,0,0,0,100,0,0,0,0,124.69,249.38,249.38,249.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,139.7888814,35.6872697,0,,,FALSE,,,FALSE,249.38,,
11666,13102,中央区,日本橋浜町,２丁目,59,48,水と緑の情報ギャラリー,4,3004,2,0,0,2,0,0,0,0,100,0,0,443.24,1772.96,0,0,0,0,0,0,1772.96,886.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7903992,35.6874869,0,,,TRUE,01_Office,Office,FALSE,1772.96,Office,CL4
11667,13102,中央区,日本橋浜町,２丁目,59,1,中央区立総合スポーツセンター,5,3004,20,1,0,3,0,16,5,0,15,0,80,2646.72,18527.04,882.24,882.24,0,0,0,0,3087.84,1029.28,14556.96,909.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,139.789385,35.6878278,0,,,TRUE,01_Office,Office,FALSE,18527.04,Office,CL7
11668,13102,中央区,日本橋浜町,２丁目,60,9,リビオメゾン日本橋浜町公園,10,1002,37,0,0,0,36,1,0,0,0,97.3,2.7,231.71,2317.1,0,0,0,0,2085.39,57.93,0,0,231.71,231.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7874686,35.6891633,0,,,FALSE,,,FALSE,231.71,,
11669,13102,中央区,日本橋浜町,２丁目,60,10,浜町公園ビル,7,3003,9,0,1,6,0,2,0,11.11,66.67,0,22.22,47.36,331.52,0,0,23.68,23.68,0,0,213.12,35.52,94.72,47.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7873578,35.689065,0,,,TRUE,01_Office,Office,FALSE,307.84,Office,CL2
11670,13102,中央区,日本橋浜町,２丁目,60,1,日本橋逢鳥,0,2001,1,0,0,1,0,0,0,0,100,0,0,52.03,104.06,0,0,0,0,0,0,104.06,104.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7873125,35.6891178,0,,,TRUE,06_Restaurant,UrbanRestaurant,FALSE,104.06,UrbanRestaurant,
11671,13102,中央区,日本橋浜町,２丁目,60,7,パークサイド浜町,4,3003,5,0,0,2,3,0,0,0,40,60,0,73.88,295.52,0,0,0,0,221.64,73.88,73.88,36.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7873819,35.6893011,0,,,TRUE,01_Office,Office,FALSE,73.88,Office,CL1
11672,13102,中央区,日本橋浜町,２丁目,60,4,アゲハラベルベット,5,2027,1,0,0,1,0,0,0,0,100,0,0,197.41,987.05,0,0,0,0,0,0,987.05,987.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7871642,35.6893392,0,,,TRUE,01_Office,Office,FALSE,987.05,Office,CL3
11673,13102,中央区,日本橋浜町,２丁目,60,3,グローリー日本橋,8,1002,32,0,0,1,31,0,0,0,3.13,96.88,0,132.65,1061.2,0,0,0,0,1016.98,32.81,44.22,44.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7872394,35.6892553,0,,,FALSE,,,FALSE,44.22,,
11674,13102,中央区,日本橋浜町,２丁目,60,2,パークサイド日本橋,8,1002,36,0,15,6,14,1,0,41.67,16.67,38.89,2.78,139.07,1112.56,0,0,499.49,33.3,439.23,31.37,156.45,26.08,17.38,17.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7872969,35.6891894,0,,,FALSE,,,FALSE,173.83,,
11675,13102,中央区,日本橋浜町,２丁目,60,8,コンフォート日本橋浜町,4,1002,4,0,0,0,3,1,0,0,0,75,25,74.5,298,0,0,0,0,223.5,74.5,0,0,74.5,74.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7874239,35.6892558,0,,,FALSE,,,FALSE,74.5,,
11676,13102,中央区,日本橋浜町,２丁目,60,5,エリートタウン日本橋,10,1002,37,0,0,0,36,1,0,0,0,97.3,2.7,191.98,1919.8,0,0,0,0,1727.82,48,0,0,191.98,191.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7872819,35.6894064,0,,,FALSE,,,FALSE,191.98,,
11677,13102,中央区,日本橋浜町,２丁目,61,11,飯森ビル,7,3003,17,0,1,13,0,3,0,5.88,76.47,0,17.65,279.86,1959.02,0,0,93.29,93.29,0,0,1212.73,93.29,653.01,217.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7876167,35.6892972,0,,,TRUE,01_Office,Office,FALSE,1865.74,Office,CL4
11678,13102,中央区,日本橋浜町,２丁目,61,9,ＴＩＥ浜町ビル,7,3003,11,0,1,8,0,2,0,9.09,72.73,0,18.18,655.62,4589.34,0,0,327.81,327.81,0,0,3387.37,423.42,874.16,437.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,139.787735,35.6894478,0,,,TRUE,01_Office,Office,FALSE,4261.53,Office,CL5
11679,13102,中央区,日本橋浜町,２丁目,61,6,スカイコート日本橋浜町３,12,1002,68,0,0,1,66,1,0,0,1.47,97.06,1.47,214.2,2570.4,0,0,0,0,2284.8,34.62,71.4,71.4,214.2,214.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7875794,35.6896056,0,,,FALSE,,,FALSE,285.6,,
11680,13102,中央区,日本橋浜町,２丁目,61,4,ライオンズプラザ浜町公園,13,1002,49,0,0,0,47,2,0,0,0,95.92,4.08,286.87,3729.31,0,0,0,0,3442.44,73.24,0,0,286.87,143.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7874581,35.689465,0,,,FALSE,,,FALSE,286.87,,
11681,13102,中央区,日本橋浜町,２丁目,62,5,プレミスト日本橋浜町公園,14,1002,79,0,0,0,78,1,0,0,0,98.73,1.27,728.51,10199.14,0,0,0,0,9470.63,121.42,0,0,728.51,728.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7880089,35.6897181,0,,,FALSE,,,FALSE,728.51,,
11682,13102,中央区,日本橋浜町,２丁目,62,1,浜町公園サンハイツ,10,1002,19,0,0,0,17,2,0,0,0,89.47,10.53,190.58,1905.8,0,0,0,0,1715.22,100.9,0,0,190.58,95.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7879597,35.689545,0,,,FALSE,,,FALSE,190.58,,
11683,13102,中央区,日本橋浜町,２丁目,62,,東京都浜町水質汚濁常時監視室,0,2027,1,0,0,1,0,0,0,0,100,0,0,15.25,30.5,0,0,0,0,0,0,30.5,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7886344,35.6899236,0,,,TRUE,01_Office,Office,FALSE,30.5,Office,CL1
11684,13102,中央区,日本橋浜町,２丁目,62,1,,0,1001,1,0,1,0,0,0,0,100,0,0,0,48.73,97.46,0,0,97.46,97.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7878397,35.6896714,1,,,FALSE,,,FALSE,97.46,,
11685,13102,中央区,日本橋浜町,２丁目,62,,東京水辺ライン浜町発着所待合所,0,2027,1,0,0,1,0,0,0,0,100,0,0,10.37,20.74,0,0,0,0,0,0,20.74,20.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7885317,35.6902653,0,,,TRUE,01_Office,Office,FALSE,20.74,Office,CL1
11686,13102,中央区,日本橋浜町,２丁目,62,6,,0,1001,1,0,1,0,0,0,0,100,0,0,0,34.36,68.72,0,0,68.72,68.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7882722,35.6896681,1,,,FALSE,,,FALSE,68.72,,
11687,13102,中央区,日本橋浜町,２丁目,62,6,日本橋浜町Ｋビル,14,3004,27,0,0,27,0,0,0,0,100,0,0,1219.34,18290.1,0,0,0,0,0,0,18290.1,677.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7882303,35.6898925,0,,,TRUE,01_Office,Office,FALSE,18290.1,Office,CL7
11688,13102,中央区,日本橋浜町,３丁目,1,4,アイズ,3,1008,2,0,1,1,0,0,0,50,50,0,0,55.95,167.85,0,0,111.9,111.9,0,0,55.95,55.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7883803,35.6835381,0,,,TRUE,01_Office,Office,FALSE,55.95,Office,CL1
11689,13102,中央区,日本橋浜町,３丁目,1,4,ハマサンビル,5,3003,6,0,0,2,3,1,0,0,33.33,50,16.67,53.52,267.6,0,0,0,0,160.56,53.52,53.52,26.76,53.52,53.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.78834,35.6835919,0,,,TRUE,01_Office,Office,FALSE,107.04,Office,CL1
11690,13102,中央区,日本橋浜町,３丁目,1,2,田中ビル,7,3003,3,0,2,1,0,0,0,66.67,33.33,0,0,208.29,1458.03,0,0,1249.74,624.87,0,0,208.29,208.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7886256,35.6832817,0,,,TRUE,01_Office,Office,FALSE,208.29,Office,CL2
11691,13102,中央区,日本橋浜町,３丁目,1,2,津多屋ＣＴＳビル,7,3003,7,0,1,4,1,1,0,14.29,57.14,14.29,14.29,48.1,336.7,0,0,48.1,48.1,48.1,48.1,192.4,48.1,48.1,48.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7885153,35.6833478,0,,,TRUE,01_Office,Office,FALSE,240.5,Office,CL2
11692,13102,中央区,日本橋浜町,３丁目,1,,ＴｈｅＳｋｙ日本橋浜町,5,1002,10,0,0,0,10,0,0,0,0,100,0,29.09,145.45,0,0,0,0,145.45,14.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7886067,35.6833872,0,,,FALSE,,,FALSE,145.45,,
11693,13102,中央区,日本橋浜町,３丁目,1,6,（株）ミヤキビル,4,3004,7,0,0,4,0,3,0,0,57.14,0,42.86,51.81,207.24,0,0,0,0,0,0,51.81,12.95,155.43,51.81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7884089,35.6836281,0,,,TRUE,01_Office,Office,FALSE,207.24,Office,CL2
11694,13102,中央区,日本橋浜町,３丁目,1,6,ひのでビル,4,3003,4,0,1,2,0,1,0,25,50,0,25,49.37,197.48,0,0,49.37,49.37,0,0,98.74,49.37,49.37,49.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7884508,35.6835719,0,,,TRUE,01_Office,Office,FALSE,148.11,Office,CL1
11695,13102,中央区,日本橋浜町,３丁目,1,4,,5,1001,1,0,1,0,0,0,0,100,0,0,0,80.43,402.15,0,0,402.15,402.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7884294,35.6834767,0,,,FALSE,,,FALSE,402.15,,
11696,13102,中央区,日本橋浜町,３丁目,1,3,三晃ビル,5,3003,5,0,2,0,0,3,0,40,0,0,60,52.85,264.25,0,0,105.7,52.85,0,0,0,0,158.55,52.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7884764,35.6834106,0,,,TRUE,01_Office,Office,FALSE,158.55,Office,CL1
11697,13102,中央区,日本橋浜町,３丁目,1,1,日本マイセラビル,7,3004,7,0,0,0,0,7,0,0,0,0,100,114.36,800.52,0,0,0,0,0,0,0,0,800.52,114.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7886886,35.6831961,0,,,TRUE,04_Retail,SpecialityShop_or_HousingClothingSuper,FALSE,800.52,HousingClothingSuper,
11698,13102,中央区,日本橋浜町,３丁目,2,4,（株）トウモウ日本橋浜町ＳＳ,0,2027,1,0,0,1,0,0,0,0,100,0,0,31.54,63.08,0,0,0,0,0,0,63.08,63.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7880453,35.6839558,0,,,TRUE,01_Office,Office,FALSE,63.08,Office,CL1
11699,13102,中央区,日本橋浜町,３丁目,2,2,（株）東京にいたか屋,6,2027,1,0,0,1,0,0,0,0,100,0,0,76.04,456.24,0,0,0,0,0,0,456.24,456.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7881739,35.6837975,0,,,TRUE,01_Office,Office,FALSE,456.24,Office,CL2
11700,13102,中央区,日本橋浜町,３丁目,2,7,谷や和,0,2027,1,0,0,1,0,0,0,0,100,0,0,53.26,106.52,0,0,0,0,0,0,106.52,106.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7882253,35.6838531,0,,,TRUE,01_Office,Office,FALSE,106.52,Office,CL1
11701,13102,中央区,日本橋浜町,３丁目,2,4,（株）トウモウ日本橋浜町ＳＳ,0,2013,1,0,0,1,0,0,0,0,100,0,0,127.58,255.16,0,0,0,0,0,0,255.16,255.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7880572,35.6840392,0,,,FALSE,,,FALSE,255.16,,
11702,13102,中央区,日本橋浜町,３丁目,2,8,スターパテント,3,1008,2,0,1,1,0,0,0,50,50,0,0,49.9,149.7,0,0,99.8,99.8,0,0,49.9,49.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7882392,35.6837042,0,,,TRUE,01_Office,Office,FALSE,49.9,Office,CL1
11703,13102,中央区,日本橋浜町,３丁目,2,5,木野印刷（株）,0,1006,3,0,2,1,0,0,0,66.67,33.33,0,0,39.96,79.92,0,0,39.96,19.98,0,0,39.96,39.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7881164,35.6839925,0,,,TRUE,01_Office,Office,FALSE,39.96,Office,CL1
11704,13102,中央区,日本橋浜町,３丁目,2,6,松本ビル,6,3003,8,0,3,2,0,3,0,37.5,25,0,37.5,74.14,444.84,0,0,123.57,41.19,0,0,98.85,49.43,222.42,74.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,139.7881567,35.6839414,0,,,TRUE,01_Office,Office,FALSE,321.27,Office,CL2
11705,13102,中央区,日本橋浜町,３丁目,2,6,,0,1001,1,0,1,0,0,0,0,100,0,0,0,33.38,66.76,0,0,66.76,66.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.788195,35.6838936,0,,,FALSE,,,FALSE,66.76,,
11706,13102,中央区,日本橋浜町,３丁目,2,7,,0,1001,1,0,1,0,0,0,0,100,0,0,0,134.1,268.2,0,0,268.2,268.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7882906,35.6837675,0,,,FALSE,,,FALSE,268.2,,
11707,13102,中央区,日本橋浜町,３丁目,3,1,トルナーレ日本橋浜町ビジネスエリア,2,3001,14,0,0,13,1,0,0,0,92.86,7.14,0,585.65,1171.3,0,0,0,0,83.66,83.66,1087.64,83.66,0,0,4,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,139.7876544,35.6846631,0,1,箱崎,TRUE,06_Restaurant,UrbanRestaurant,FALSE,1087.64,UrbanRestaurant,
11708,13102,中央区,日本橋浜町,３丁目,3,3,トルナーレ日本橋浜町ショッピングエリア,3,3004,16,0,0,15,0,1,0,0,93.75,0,6.25,1615.7,4847.1,0,0,0,0,0,0,3231.4,215.43,1615.7,1615.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7882772,35.6848236,0,1,箱崎,TRUE,01_Office,Office,FALSE,4847.1,Office,CL5
11709,13102,中央区,日本橋浜町,３丁目,3,2,トルナーレ日本橋浜町タワーオフィス,18,3004,25,0,0,23,0,2,0,0,92,0,8,1646.1,31275.9,0,0,0,0,0,0,27983.7,1216.68,3292.2,1646.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139.7877864,35.6850511,0,1,箱崎,TRUE,01_Office,Office,FALSE,31275.9,Office,CL8
11710,13102,中央区,日本橋浜町,３丁目,3,4,浜町交番,0,2019,1,1,0,0,0,0,100,0,0,0,0,23.29,46.58,46.58,46.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7883336,35.6852619,0,1,箱崎,TRUE,01_Office,Office,FALSE,46.58,Office,CL1
11711,13102,中央区,日本橋浜町,３丁目,3,1,トルナーレ日本橋浜町ヒーリングエリア,2,3004,5,1,0,3,0,1,20,0,60,0,20,716.67,1433.34,179.17,179.17,0,0,0,0,537.5,179.17,716.67,716.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7881031,35.6844567,0,1,箱崎,TRUE,01_Office,Office,FALSE,1433.34,Office,CL4
11712,13102,中央区,日本橋浜町,３丁目,3,1,トルナーレ日本橋浜町トルナーレタワー,47,1002,250,0,0,0,248,2,0,0,0,99.2,0.8,1397.47,65681.09,0,0,0,0,64196.28,258.86,0,0,1484.81,742.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7880075,35.6846464,0,1,箱崎,FALSE,,,FALSE,1484.81,,
11713,13102,中央区,日本橋浜町,３丁目,3,3,濱町神社,0,2026,1,1,0,0,0,0,100,0,0,0,0,51.39,102.78,102.78,102.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7886914,35.6847647,0,1,箱崎,FALSE,,,FALSE,102.78,,
11714,13102,中央区,日本橋浜町,３丁目,7,1,浜町落合ビル,7,3003,10,0,4,6,0,0,0,40,60,0,0,132.43,927.01,0,0,264.86,66.22,0,0,662.15,110.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139.7884578,35.6839019,0,,,TRUE,01_Office,Office,FALSE,662.15,Office,CL3
11715,13102,中央区,日本橋浜町,３丁目,7,,浜町かねこ,0,2027,1,0,0,1,0,0,0,0,100,0,0,58.88,117.76,0,0,0,0,0,0,117.76,117.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7883333,35.6840547,0,,,TRUE,01_Office,Office,FALSE,117.76,Office,CL1
11716,13102,中央区,日本橋浜町,３丁目,7,7,浜町ファミール,6,1002,10,0,2,3,5,0,0,20,30,50,0,118.63,711.78,0,0,177.95,88.97,296.58,59.32,237.26,79.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7884925,35.6841103,0,,,FALSE,,,FALSE,237.26,,
11717,13102,中央区,日本橋浜町,３丁目,7,3,日本橋浜町Ｈ・Ｋビル,6,1002,19,0,1,3,15,0,0,5.26,15.79,78.95,0,91.58,549.48,0,0,45.79,45.79,404.48,26.97,99.21,33.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7883017,35.6840983,0,,,FALSE,,,FALSE,99.21,,
